epoch	train_total	val_total	val_pda	lr
5	5.413249	5.418803	0.228815	1.00e-04
10	5.155401	5.368792	0.227689	1.00e-04
15	5.009912	5.342083	0.228994	1.00e-04
20	4.822245	5.311807	0.227743	1.00e-04
25	4.647341	5.408621	0.240750	1.00e-04
30	4.481931	5.466538	0.245069	1.00e-04
35	4.369769	5.466857	0.247441	1.00e-04
40	4.237858	5.477565	0.248985	1.00e-04
45	4.159197	5.520868	0.254871	1.00e-04
50	4.101505	5.446222	0.249389	1.00e-04
55	4.041561	5.490508	0.253321	1.00e-04
60	3.989304	5.539023	0.259178	1.00e-04
65	3.918765	5.504899	0.256009	1.00e-04
70	3.879359	5.487381	0.254794	1.00e-04
75	3.820794	5.527439	0.259826	1.00e-04
80	3.799163	5.539785	0.260850	1.00e-04
85	3.757479	5.479327	0.254949	1.00e-04
90	3.728668	5.483595	0.256806	1.00e-04
95	3.694671	5.403266	0.249168	1.00e-04
100	3.665253	5.452406	0.253839	1.00e-04
105	3.640882	5.528570	0.261536	1.00e-04
110	3.602990	5.532278	0.264000	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.352295	5.441290	0.230876	1.00e-04
10	5.131002	5.398575	0.229918	1.00e-04
15	5.009173	5.440017	0.235648	1.00e-04
20	4.810511	5.471100	0.241057	1.00e-04
25	4.635366	5.439118	0.239577	1.00e-04
30	4.488715	5.481492	0.243444	1.00e-04
35	4.398734	5.521409	0.249072	1.00e-04
40	4.288818	5.572147	0.253599	1.00e-04
45	4.184289	5.564423	0.254102	1.00e-04
50	4.132119	5.588505	0.258008	1.00e-04
55	4.044509	5.614038	0.262144	1.00e-04
60	3.975838	5.657893	0.268750	1.00e-04
65	3.904562	5.580653	0.260794	1.00e-04
70	3.881303	5.651914	0.268254	1.00e-04
75	3.815062	5.689030	0.271503	1.00e-04
80	3.777316	5.655724	0.269520	1.00e-04
85	3.743834	5.723156	0.276303	1.00e-04
90	3.702558	5.681906	0.273415	1.00e-04
95	3.676960	5.759436	0.283025	1.00e-04
100	3.639270	5.619669	0.267660	1.00e-04
105	3.603211	5.654394	0.271827	1.00e-04
110	3.562294	5.679448	0.275898	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.388507	5.474513	0.231767	1.00e-04
10	5.142936	5.343137	0.228784	1.00e-04
15	4.959358	5.397517	0.236406	1.00e-04
20	4.739812	5.450848	0.242609	1.00e-04
25	4.561023	5.278456	0.227694	1.00e-04
30	4.434201	5.307807	0.230258	1.00e-04
35	4.335144	5.345342	0.234470	1.00e-04
40	4.266083	5.327535	0.234370	1.00e-04
45	4.176372	5.351195	0.235900	1.00e-04
50	4.086515	5.393391	0.241391	1.00e-04
55	4.023450	5.426690	0.244564	1.00e-04
60	3.986363	5.501197	0.253719	1.00e-04
65	3.929467	5.606649	0.264062	1.00e-04
70	3.889362	5.587572	0.261245	1.00e-04
75	3.851878	5.627339	0.264530	1.00e-04
80	3.806385	5.753146	0.277405	1.00e-04
85	3.756677	5.743515	0.278791	1.00e-04
